23.61.127.8
PING 23.61.127.8 (23.61.127.8) 56(84) bytes of data.
64 bytes from 18.160.199.67: icmp_seq=109 ttl=244 time=9.36 ms
64 bytes from 18.160.199.67: icmp_seq=110 ttl=244 time=9.37 ms
64 bytes from 18.160.199.67: icmp_seq=111 ttl=244 time=9.42 ms
64 bytes from 18.160.199.67: icmp_seq=112 ttl=244 time=9.37 ms
64 bytes from 18.160.199.67: icmp_seq=113 ttl=244 time=9.36 ms
64 bytes from 18.160.199.67: icmp_seq=114 ttl=244 time=9.40 ms
64 bytes from 18.160.199.67: icmp_seq=115 ttl=244 time=9.37 ms
64 bytes from 18.160.199.67: icmp_seq=116 ttl=244 time=9.35 ms
64 bytes from 18.160.199.67: icmp_seq=117 ttl=244 time=9.39 ms
64 bytes from 18.160.199.67: icmp_seq=118 ttl=244 time=9.34 ms
64 bytes from 18.160.199.67: icmp_seq=119 ttl=244 time=9.40 ms
64 bytes from 18.160.199.67: icmp_seq=120 ttl=244 time=9.41 ms

--- 18.160.199.67 ping statistics ---
120 packets transmitted, 120 received, 0% packet loss, time 119166ms
rtt min/avg/max/mdev = 9.309/9.409/10.059/0.118 ms
40.73.122.39
PING 40.73.122.39 (40.73.122.39) 56(84) bytes of data.

--- 40.73.122.39 ping statistics ---
120 packets transmitted, 0 received, 100% packet loss, time 118999ms

172.67.164.21
PING 172.67.164.21 (172.67.164.21) 56(84) bytes of data.
64 bytes from 172.67.164.21: icmp_seq=1 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=2 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=3 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=4 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=5 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=6 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=7 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=8 ttl=54 time=11.5 ms
64 bytes from 172.67.164.21: icmp_seq=9 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=10 ttl=54 time=11.7 ms
64 bytes from 172.67.164.21: icmp_seq=11 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=12 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=13 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=14 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=15 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=16 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=17 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=18 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=19 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=20 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=21 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=22 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=23 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=24 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=25 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=26 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=27 ttl=54 time=11.5 ms
64 bytes from 172.67.164.21: icmp_seq=28 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=29 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=30 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=31 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=32 ttl=54 time=11.5 ms
64 bytes from 172.67.164.21: icmp_seq=33 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=34 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=35 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=36 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=37 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=38 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=39 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=40 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=41 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=42 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=43 ttl=54 time=11.8 ms
64 bytes from 172.67.164.21: icmp_seq=44 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=45 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=46 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=47 ttl=54 time=11.5 ms
64 bytes from 172.67.164.21: icmp_seq=48 ttl=54 time=11.7 ms
64 bytes from 172.67.164.21: icmp_seq=49 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=50 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=51 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=52 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=53 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=54 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=55 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=56 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=57 ttl=54 time=11.7 ms
64 bytes from 172.67.164.21: icmp_seq=58 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=59 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=60 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=61 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=62 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=63 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=64 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=65 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=66 ttl=54 time=11.5 ms
64 bytes from 172.67.164.21: icmp_seq=67 ttl=54 time=11.7 ms
64 bytes from 172.67.164.21: icmp_seq=68 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=69 ttl=54 time=11.7 ms
64 bytes from 172.67.164.21: icmp_seq=70 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=71 ttl=54 time=11.5 ms
64 bytes from 172.67.164.21: icmp_seq=72 ttl=54 time=11.7 ms
64 bytes from 172.67.164.21: icmp_seq=73 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=74 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=75 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=76 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=77 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=78 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=79 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=80 ttl=54 time=11.8 ms
64 bytes from 172.67.164.21: icmp_seq=81 ttl=54 time=11.7 ms
64 bytes from 172.67.164.21: icmp_seq=82 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=83 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=84 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=85 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=86 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=87 ttl=54 time=11.7 ms
64 bytes from 172.67.164.21: icmp_seq=88 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=89 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=90 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=91 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=92 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=93 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=94 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=95 ttl=54 time=11.7 ms
64 bytes from 172.67.164.21: icmp_seq=96 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=97 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=98 ttl=54 time=11.7 ms
64 bytes from 172.67.164.21: icmp_seq=99 ttl=54 time=11.7 ms
64 bytes from 172.67.164.21: icmp_seq=100 ttl=54 time=11.7 ms
64 bytes from 172.67.164.21: icmp_seq=101 ttl=54 time=11.7 ms
64 bytes from 172.67.164.21: icmp_seq=102 ttl=54 time=11.7 ms
64 bytes from 172.67.164.21: icmp_seq=103 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=104 ttl=54 time=13.4 ms
64 bytes from 172.67.164.21: icmp_seq=105 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=106 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=107 ttl=54 time=11.7 ms
64 bytes from 172.67.164.21: icmp_seq=108 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=109 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=110 ttl=54 time=11.7 ms
64 bytes from 172.67.164.21: icmp_seq=111 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=112 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=113 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=114 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=115 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=116 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=117 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=118 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=119 ttl=54 time=11.6 ms
64 bytes from 172.67.164.21: icmp_seq=120 ttl=54 time=11.7 ms

--- 172.67.164.21 ping statistics ---
120 packets transmitted, 120 received, 0% packet loss, time 119192ms
rtt min/avg/max/mdev = 11.559/11.679/13.419/0.218 ms
83.137.41.11
PING 83.137.41.11 (83.137.41.11) 56(84) bytes of data.
64 bytes from 83.137.41.11: icmp_seq=1 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=2 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=3 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=4 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=5 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=6 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=7 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=8 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=9 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=10 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=11 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=12 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=13 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=14 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=15 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=16 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=17 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=18 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=19 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=20 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=21 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=22 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=23 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=24 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=25 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=26 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=27 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=28 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=29 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=30 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=31 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=32 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=33 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=34 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=35 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=36 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=37 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=38 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=39 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=40 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=41 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=42 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=43 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=44 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=45 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=46 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=47 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=48 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=49 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=50 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=51 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=52 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=53 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=54 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=55 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=56 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=57 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=58 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=59 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=60 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=61 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=62 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=63 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=64 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=65 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=66 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=67 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=68 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=69 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=70 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=71 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=72 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=73 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=74 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=75 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=76 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=77 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=78 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=79 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=80 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=81 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=82 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=83 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=84 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=85 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=86 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=87 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=88 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=89 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=90 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=91 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=92 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=93 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=94 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=95 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=96 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=97 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=98 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=99 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=100 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=101 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=102 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=103 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=104 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=105 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=106 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=107 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=108 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=109 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=110 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=111 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=112 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=113 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=114 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=115 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=116 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=117 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=118 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=119 ttl=41 time=132 ms
64 bytes from 83.137.41.11: icmp_seq=120 ttl=41 time=132 ms

--- 83.137.41.11 ping statistics ---
120 packets transmitted, 120 received, 0% packet loss, time 119166ms
rtt min/avg/max/mdev = 132.157/132.334/132.737/0.260 ms
200.160.2.3
PING 200.160.2.3 (200.160.2.3) 56(84) bytes of data.
64 bytes from 200.160.2.3: icmp_seq=1 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=2 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=3 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=4 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=5 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=6 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=7 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=8 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=9 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=10 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=11 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=12 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=13 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=14 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=15 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=16 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=17 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=18 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=19 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=20 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=21 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=22 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=23 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=24 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=25 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=26 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=27 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=28 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=29 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=30 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=31 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=32 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=33 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=34 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=35 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=36 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=37 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=38 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=39 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=40 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=41 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=42 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=43 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=44 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=45 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=46 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=47 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=48 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=49 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=50 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=51 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=52 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=53 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=54 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=55 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=56 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=57 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=58 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=59 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=60 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=61 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=62 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=63 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=64 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=65 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=66 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=67 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=68 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=69 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=70 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=71 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=72 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=73 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=74 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=75 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=76 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=77 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=78 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=79 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=80 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=81 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=82 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=83 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=84 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=85 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=86 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=87 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=88 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=89 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=90 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=91 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=92 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=93 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=94 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=95 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=96 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=97 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=98 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=99 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=100 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=101 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=102 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=103 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=104 ttl=241 time=137 ms
64 bytes from 200.160.2.3: icmp_seq=105 ttl=241 time=137 ms
